City,Graduation Date,Work Experience 1,Work Experience 2,Work Experience 3,Skills,Athletics,Awards/Certifications,Extracurriculars 1,Extracurriculars 2,Volunteer Work,Member Groups
New York City,19-Jun,"FLP Data Analyst
Prospect 33 -  New York, NY
September 2019 to Present
§ Investigated the Danske Bank dataset on the Azerbaijani Laundromat, Europe's largest known money laundering event, as well as the funds sent from external parties to customers in the Non-Resident Portfolio.  
§ Constructed complex SQL queries, working with the data in a relational database from database creation through data extraction, including data analysis and cleaning via Collibra.  
§ Performed data cleaning and manipulation using Python via Pandas & NumPy libraries for analysis and matplotlib, seaborn, and Tableau Dashboards for visualization.  
§ Presented findings to the board, that consolidated all analysis of the data into concise proof of money laundering activity, and an actionable plan for Danske Bank to mitigate damage from the incident. The presentation was delivered in front of a board of directors and included mid-presentation questioning.","Consultant/ Data Analyst
GSST Solutions Inc -  Manville, NJ
June 2016 to April 2019
* Analyzed large segmented data sets, using SQL and advanced MS Excel skills to validate trends and patterns.  
* Significantly streamlined team's efficiency by providing visualization of findings for further action.  
* Identified potential growth areas by coordinating with clients of Bank of America via in-house IV&V projects.  
* Increased revenue by 7% by implementation of Drug-distribution targeted strategies for CVS Caremark.","Accountant/ Project Analyst
Odis Management Inc -  Brooklyn, NY
June 2018 to February 2019
* Performed forecasting by analyzing clients' trends, expenses Vs revenues. Provided clients with recommendations on future budgets needed, and potential ways to increase revenue and decrease expenses.  
* Analyzed and validated AP/AR reports, for financial discrepancies, by reconciling with the bank records.  
* Coordinated with executive producers, ensuring that invoices & payments were complete and accurate.","
EXCEL, MICROSOFT OFFICE, OUTLOOK, POWERPOINT, Marketing, Social Media Marketing, Communications, Social Media Management",,,,,,
New York City,19-Dec,"Math Tutor
Baruch College -  New York, NY
July 2019 to Present
Led customized tutoring sessions for students seeking to enhance their academic performance.  
• Collaborated with the teacher to create course content and assisted 18 students to create three animatronics projects","Co-founder / Data Analyst
CollabTrade -  New York, NY
June 2018 to Present
Envision new application with the capacity to broaden knowledge on finances and investing (http://bit.ly/CollabTrade).  
• Analyze and dissect large volumes of data to provide logical recommendations to teams to improve forecasted market  
opportunity by 34%  
• Lead growth and development of a technology startup company by raising pre-seed funding of $9,5K, supported by Impact Venture, Startup Boost, Global Startup Ecosystem CUNY Startup, and Idea2Scale Accelerator  
• Initiate software development project aimed at creating a collaborative trading application that allows investors to use  
group trading for risk minimization and costs reduction with 40 alpha testers","Data Analytics Apprentice
COOP -  New York, NY
February 2019 to June 2019
Collaborated with top-performing graduates to enhance interpersonal skills and complete 200+ hours of training in SQL, Tableau, Power BI, Paid Social, Programmatic, and Excel (Pivot Table/VLOOKUP) to manage and visualize data.  
● Lead a team of five to create three separate clientele projects by establishing a solution with data related to the health  
industry (http://bit.ly/2Xdmggk), education (http://bit.ly/2JdXwus), and law (http://bit.ly/2xiApcQ)","Microsoft Word, Excel, and PowerPoint, Sap, Software Knowledge - Oracle, SAP, Lawson, HI-IQ, GHX, Process Flow & Staples Business Advantage",,"Google Analytics
March 2019 to March 2020",,,,
New York City,19-Jun,"Data Analytics Apprentice
COOP -  New York, NY
August 2019 to Present","Manhattan Logistics - Order Fulfillment
The Container Store -  New York, NY
January 2019 to Present
Operating as part of the Logistics team responsible for processing up to 250 orders per day for the Manhattan market  
  
• Fulfill in-store and web orders, monitor inventory levels and resolving discrepancies in maintain a high level of inventory accuracy  
  
• Work cross-functionally with customer service, and local courier team to research and troubleshoot order errors and delays to ensure pick-up orders and deliveries are promptly and accurately completed   
  
• Coordinate with sales and visual team to precisely execute multiple time-sensitive tasks and optimize business operation processes   
  
• Demonstrate flexibility able to transfer into a variety of roles based on business need","Sustainability Analyst Intern
SL Green Realty Corp -  New York, NY
July 2018 to August 2018
Worked with the Sustainability team to minimize the environmental impact of NYC's largest commercial landlord through environmental, social and governance initiatives.  
• Evaluated energy efficiency reports covering 10 million square feet to ensure thorough and accurate ASHRAE  
Level II energy audits of commercial buildings.  
• Coordinated walk-throughs with chief operating engineers to verify the implementation of retro-commissioning  
and energy conservation measures on HVAC systems in accordance to NYC LL87 guidelines.  
• Drafted 5 competitor analysis charts to improve transparency in ESG reporting when responding to GRI and CDP  
frameworks and support SL Green's efforts to reduce GHG emissions.  
• Identified the sustainability goals of SL Green's 30 largest tenants to target future engagement opportunities to further reduce GHG emissions.","Microsoft Word and Excel, PowerPoint, Internet, and email. Proficient in QuickBooks, SAGE, Taxt Acct, and TaxSlayer. Proficient in Financial Edge. Proficient in Ready Deposit- First trust  ",,,,,,
Philadelphia,20-May,"Senior Producer/Video Editor
OWLSPORTS UPDATE -  Philadelphia, PA
January 2017 to Present
• Produce Inside the Nest, a live, award-winning weekly show recapping and analyzing the performance of Temple University's football team.  
• Participate in filming home and away football games and assist in editing the show's video elements, to continue an award-winning tradition of Temple's live television production.  
• Lead the production team and on-air talent through the weekly pre-production process to guarantee the staff is prepared prior to the show going live.","Strategy & Corporate Development Intern
OWLSPORTS UPDATE -  Cherry Hill, NJ
May 2019 to August 2019
• Enhanced the data visualization of TD Bank by developing and automating a Tableau dashboard to display the growth of key financial metrics TD uses to evaluate its performance against peers.  
• Collaborated with finance interns to complete a 20-slide PowerPoint presentation and two-page written memo that analyzed TD's overall financial performance to management.  
• Provided department leadership with detailed takeaways of peer bank quarterly financial releases.","Analytics Intern
PHILADELPHIA UNION -  Chester, PA
May 2018 to December 2018
• Assisted in completing data-driven opponent scouting reports and large-scale projects to analyze the performance of the Philadelphia Union, a professional soccer team in Major League Soccer.  
• Analyzed data to provide visual reports of specific metrics using Tableau and Microsoft Power BI that correlate with the Union's play style and on-field success.  
• Created advanced statistics in OPTA Sports software to assess the strengths and weaknesses of the Union, the rest of the MLS teams, and individual players in-league.","Microsoft office, Photoshop, Premiere, Photoshop, Wordpress, Microsoft Office, Hiring, Computer Skills, Communications, Photography, Accounting, Account Management, Account Reconciliation, Videography, Portrait Photography, Real Estate Photography, Event Photography",,"• Dean's List Spring 2017, Fall 2019  
• Beta Gamma Sigma Inductee, Spring 2018  
• Mid-Atlantic Regional Emmy Nomination, Fall 2019",,,,
Philadelphia,19-May,"Customer Data Analytics Tutor
TEMPLE UNIVERSITY -  Philadelphia, PA
August 2018 to December 2018
• Taught students how to use SPSS and how to interpret statistical outputs to draw conclusions about customer buying behavior within a data set.  
• Led mini-lessons on Customer Data Analytics and assisted students in preparing for exams and clarifying class concepts.  
• Aided struggling students in improving their Customer Data Analytics grade.","Executive Team Leader Intern
TARGET -  Philadelphia, PA
May 2018 to August 2018
• Led and managed a diverse group of over 30 individuals within work centers to achieve sales goals.  
• Piloted morning huddles and set goals, objectives, and morale for the team.  
• Interviewed and hired talent, fostered development and managed performance by training team members and providing feedback on individual performance.  
• Managed a multimillion dollar store during ""leader on duty"" shifts and acted as the first line of defense in conflict resolution for all processes throughout the store.","Marketing Intern
APPLEBY WINDOW SYSTEMS -  York, PA
May 2017 to August 2017
• Answered phones, identified customers' needs, and transferred them to the appropriate departments.  
• Evaluated customers' credit scores and decided whether or not the sales department should pursue any given lead.  
• Assisted in a promotional project by distributing hundreds of $15,000 home makeover sweepstakes flyers, which generated 100+ leads for the company.","Microsoft Office Suite, Mac, PC Windows XP-10, Sony Vegas, Adobe Photoshop, Adobe Illustrator, Adobe, Premiere, YouTube, WordPress, Squarespace, Customer Service, Studio Set Experience ",,,,,,
Philadelphia,20-May,"Financial Planning & Analysis Intern
Johnson & Johnson -  Titusville, NJ
June 2019 to August 2019
Implemented SAP and TM1 to make sure that the consumer transformation process moved on correctly  
● Created a Competitor Dashboard that analyzed J&Js' competitors and measured their financial success, and was later presented to senior management  
● Created data mapping tables from SAP that was used to evaluate business leaders' performance  
● Provided Ad hoc support to the transformation initiatives that were occurring in the consumer segment - involved running data reports and pulling financial data.","Data Analytics Intern
Temple Fox School of Business -  Philadelphia, PA
May 2018 to August 2018
Produced research paper about the benefits of leadership training that was given to Amazon's senior management and was later used to build a partnership with Temple's Business School  
● Produced literature reviews and worked on research papers with professors that were later published in top-tier business journals  
● Conducted a research study of over 50 people to collect data on why Millennials prefer digital feedback  
● Analyzed the data gathered through SQL and Excel to provide statistical analysis","Ombudsman
Temple Fox School of Business -  Philadelphia, PA
August 2017 to May 2018
Assisted the Fox School in handling grievances between professors and students  
● Used high level communication and mediation skills to help resolve issues between students and professors in a smooth and composed manner - successfully handled over 100 grievances over the academic year","Accounting, Leadership skills, Problem-solving, Accounts Payable, Bookkeeping, Excel, Quickbooks, Time Management, Strategic thinker, Technical abilities",,,,,,
Philadelphia,19-Dec,"Business Analytics Senior Project
Drexel University
September 2019 to December 2019
• Used R in Google Colab and RStudio to conduct a text sentiment analysis on 50,000 IMDb movie reviews  
• Constructed a 93% accurate model with supervised machine learning and lexicon-based approaches  
• Managed team by delegating roles and leading class discussions","Assurance Services Data Analytics Co-op
The Chemours Company -  Wilmington, DE
April 2019 to September 2019
•  Drove company-wide audits and performance improvements through data cleansing in Alteryx and Tableau visualization  
• Analyzed potential safety hazards across 20 plant sites with 30 metrics in Tableau for Culture Safety Audit  
• Exposed 10% of plant sites to senior audit staff as potentially risky by further developing the Assurance Services Quarterly Continuous Risk Assessment  
• Uncovered multiple cases of inappropriate Procurement Card Activity totaling up to $10,000","Technical Services Analyst Co-op
PECO -  Philadelphia, PA
April 2018 to September 2019
• Created Excel summary of 2,400 contractor quality reports monthly for trend analysis used by senior management  
• Redefined contractor access to company-specific information by leading re-badging initiative  
• Regulated payments to storm-relief contractors totaling over $10 million","Accounting, Mas 90, Quickbooks, Excel, Word, MS access, Pivot tables, Peoplesoft, Accounts Payable, Outlook, Budgeting",,"A.J. Drexel Scholarship
2015-09
Drexel Dean's List
2016-2019
Drexel Men's Swimming and Diving Scholar Athlete
2018-2019
Drexel Men's Swimming and Diving Coach's Award
2017, 2019
CAA Commissioner's Academic Award
2016-2019 Alteryx Core Certification
August 2019 to August 2021",,,,"Drexel Men's Swimming Team
September 2015 to February 2019
Drexel Men's Diving Team
September 2016 to March 2019
Student Athletic Advisory Committee
2016 to 2019
Assistant Swim Coach, Kennett Area YMCA
2012 to 2017
Lifeguard, Kennett Area YMCA
2013 to 2016"
Philadelphia,20-May,"Student Editor
CENTER FOR NETWORKED COMPUTING -  Philadelphia, PA
March 2018 to Present
• Review and quality-check 100+ research papers, submitted to top technology journals  
• Advise researchers and authors on writing technique and composition. Improve acceptance rate by 30%","Data Analytics Intern
OFFICE OF THE VICE PROVOST -  Philadelphia, PA
March 2019 to May 2019
• Used data software (Tableau, SPSS) to extract, blend and analyze large student datasets  
• Supported the data analyst in building ad-hoc reports and visualization charts to deliver data-driven insights, helping diagnose  
problematic areas to improve the learning experience and faculty performance  
• Built data dictionary for 600+ fields of Temple student cohort data to be used by the university analytics operation, enhancing clarity  
of the data resource","Market Research Assistant
FOX SCHOOL OF BUSINESS, TEMPLE UNIVERSITY -  Philadelphia, PA
February 2019 to May 2019
• Collaborated with 3 senior analysts to conduct research into the market, customer base, and competitive landscape of the new executive-education program, laying foundation for its strategic launch  
• Assisted with sensitivity analysis in Excel to make financial projections, expediting the hiring and start-up timeline  
• Approached other university programs to identify potential resource-sharing and key functional investments across 8 campuses  
• Engaged staff and faculty to gather feedbacks and communicate research findings, resulting in more effective workflow","
EXCEL, MICROSOFT OFFICE, OUTLOOK, POWERPOINT, Marketing, Social Media Marketing, Communications, Social Media Management",,,"Undergraduate Research Intern
FOX MANAGEMENT CONSULTING DEPARTMENT, TEMPLE UNIVERSITY -  Philadelphia, PA
June 2018 to August 2018
• Worked with a team of 3 consultants to publish a business case study about a global non-profit organization  
• Conducted stakeholder interviews and studied the organizational history to develop the case thesis and storytelling  
• Assembled data from management reports, media coverage, and industry studies to build the framework for the organization's impact measurement
Administrative Assistant
SCHOOL OF ENGINEERING -  Philadelphia, PA
October 2016 to April 2017
• Facilitated re-org of the departmental database through auditing and optimizing the record management system. Reduced physical storage by 20%",,,
Milwaukee,19-May,"Program Associate
Medical College of Wisconsin -  Wauwatosa, WI
June 2019 to Present
• Coordinates and implements annual events for PhD students such as a 3-day orientation, write/phone-a-thon fundraisers, required trainings, and social outings  
• Handles graduate student affairs, sending mass communication to all graduate students and advises and assists the GSA (Graduate Student Association)  
• Created a new communications plan to improve the student onboarding process, including a detailed timeline and email templates to use when communicating with students from offer acceptance to orientation  
• Developed an orientation SOP with detailed steps, timeline with deadlines, and improved materials to ensure a smooth and successful orientation process  
• Participates in a SET Force committee (unifies student life and activities across all 3 MCW schools) and plays an active role as a graduate school representative collaborating with other members  
• Aids in processing graduate school applications, advising applicants about the admissions procedure while maintaining confidentiality in compliance with FERPA regulations  
• Processes purchase orders, check requisitions, and credit card transactions for the department","Student Assistant
Lubar School of Business Executive Programs -  Milwaukee, WI
January 2018 to May 2019
• Acted as conference aid for leadership development programs for high-impact executives  
• Participated in weekly team meetings to give updates and provide suggestions about processes  
• Conducted a cost analysis project to compare catering options, offering clients lower costs  
• Created a 20-page student assistant training manual containing detailed instructions","Finance Intern
Village of Schaumburg -  Schaumburg, IL
June 2018 to August 2018
• Performed monthly bank reconciliations for both the general and water funds  
• Updated the present value of multiple CDs and agencies based on monthly accrued interest  
• Prepared and recorded journal entries for general ledger reporting  
• Assisted with updating the Comprehensive Annual Financial Report  
• Contacted and collected key information from local governmental units","QuickBooks, BANNER, PeopleSoft, Great Plains, Peachtree, Solomon, Outlook, PowerPoint, Research Databases, Oracle and SAP, Account reconciliations, Purchasing  
",,"Graduated Summa Cum Laude, Cumulative GPA 3.90, Dean’s List",,,,
Milwaukee,19-Dec,"Talent Acquisition Coordinator
Cielo Talent -  Brookfield, WI
July 2019 to Present
• Communicates with candidates and hiring managers on all steps of the recruitment process:  
• Schedule phone, video and in-person interviews for Recruiters and Hiring Managers.  
• Manage the offer process, including creating and routing offer letters for approval.  
• Coordinate background, drug, and reference checking processes.  
• Arrange travel, transportation and accommodation.  
• Coordinate all aspects of the on-boarding and off-boarding processes.  
• Assists with the management of requisitions and available opportunities:  
• Utilizes technology for sending messages to candidates  
• Manages the Applicant Tracking System (ATS) to ensure accuracy and service level agreements are met  
• Create and manage basic metrics reporting","Pre-employment onboarding specialist
Cielo Talent -  Brookfield, WI
November 2016 to July 2019
• Enter and track candidate orders.  
• Review submittals against job requisition and candidate application for compliance.  
• Objectively review background and drug reports to ensure compliance for partner.  
• Complete welcome calls and email to all candidates.  
• Review vendor systems daily to ensure progress and escalate accordingly.  
• Provide excellent service to candidate by responding quickly to all inquiries.  
• Assist vendor with completion of required background check when necessary.  
• Monitor candidate onboarding tasks to ensure completion before or by due date.  
• Other duties as assigned","Personal Finance Officer
Landmark Credit Union -  West Milwaukee, WI
June 2014 to November 2016
• Assisting members with financial needs  
• Opening new bank accounts (checking, saving, health savings, money markets, certificate deposits, )  
• Approve and open credit cards  
• Approve and finance auto loans, personal loans, home equity lines of credit  
• Resolve any financial request or account issue","Microsoft Office Suite, Mac, PC Windows XP-10, Sony Vegas, Adobe Photoshop, Adobe Illustrator, Adobe, Premiere, YouTube, WordPress, Squarespace, Customer Service, Studio Set Experience ",,,,,,
Milwaukee,19-Aug,"Student Chair - Donations
Dreamers Gala -  Milwaukee, WI
January 2017 to Present
Worked with various Milwaukee businesses to acquire raffle items to raise awareness of the presence of Dreamer students at Marquette  
● Organized groups of volunteers to work shifts during the gala  
● Documented donations and created reports on raffle outcomes","Executive Board Member - Public Relations & Events
Latin American Student Association -  Milwaukee, WI
September 2016 to Present
Organized a cultural program which involved contracting various vendors.  
● Curated social media content  
● Organized various fundraisers and cold calling for donations  
  
Technology  
● Advanced: Microsoft Word, Excel, PowerPoint, Twitter, WordPress, Canva  
  
● Intermediate: Axium, QuickBooks, Adobe Photoshop, Adobe Illustrator, Hootsuite",,"Adobe Acrobat, After Effects, Illustrator, Lightroom, Photoshop, Premier, Word, PowerPoint, Excel",,,,,,
Milwaukee,19-Aug,"Student Chair - Donations
Dreamers Gala -  Milwaukee, WI
January 2017 to Present
Worked with various Milwaukee businesses to acquire raffle items to raise awareness of the presence of Dreamer students at Marquette  
● Organized groups of volunteers to work shifts during the gala  
● Documented donations and created reports on raffle outcomes","Executive Board Member - Public Relations & Events
Latin American Student Association -  Milwaukee, WI
September 2016 to Present
Organized a cultural program which involved contracting various vendors.  
● Curated social media content  
● Organized various fundraisers and cold calling for donations  
  
Technology  
● Advanced: Microsoft Word, Excel, PowerPoint, Twitter, WordPress, Canva  
  
● Intermediate: Axium, QuickBooks, Adobe Photoshop, Adobe Illustrator, Hootsuite","Desk Receptionist
Marquette Orthodontic Clinic -  Milwaukee, WI
May 2018 to May 2019
• Translating for Spanish speaking patients  
• Organizing resident and faculty schedule  
• Communicate insurance procedures and financial plans for treatment","Microsoft Office (Word, PowerPoint, Excel), iWork (Pages, Keynote, Numbers), Adobe Creative Suite (Photoshop, Lightroom, Illustrator), SAP, Primavera P6, Inventory, problem solving, Organizational Skills, Marketing, Cash Handling, Project Management, Organizational Skills",,,,,,
Pittsburgh,20-May,"Treasurer
Pi Kappa Alpha Non-Profit Organization -  Pittsburgh, PA
December 2018 to Present
• Manage over $60,000 / semester as sole financial analyst and controller  
• Oversee dues collection process, create budget and annual expense reports  
• Mitigate financial risk, allocate funds, and maintain business relations with National Pi Kappa Alpha organization","Computing Services Assistant
Heinz College of Information Systems and Public Policy -  Pittsburgh, PA
August 2017 to Present
Provide software and IT-related customer support to faculty and students.  
Leadership & Volunteer Experience  
Assistant Captain, Vice President, Starting Goalie and Treasurer, CMU Ice Hockey Club, Pittsburgh, PA  
Finance Teaching Assistant, Qualified to begin in Spring 2020, Pittsburgh, PA  
Guest Writer, PoliticsPA, Remote Internship","Intern, Treasury Management - Accounts Receivable Advantage
PNC FINANCIAL SERVICES -  Pittsburgh, PA
May 2019 to August 2019
• Completed data analytics project with the goal of analyzing year-to-date production quality standards across PNC A/R locations nationwide  
• Used statistical analysis from project to present recommendations to more effectively meet PNC's liquidity standards in Accounts Receivable to local manager in Pittsburgh and supervisor in Cleveland  
• Completed Capstone project and presentation focusing on employee engagement at PNC","Microsoft office, Photoshop, Fast learner, Presentation skills, Wordpress, Microsoft Office, Canva, Meltwater",,,,,,
Pittsburgh,20-Apr,"Data Analyst (Independent Contractor)
Microsoft
June 2019 to Present
Evaluates AI model outputs and creates training data to increase  
AI output accuracy, speci cally in areas of image recognition and search  
relevance. Performs keyword research based on trends and images.","Director of Finance
East Coast Asian American Student Union
June 2019 to Present
Leads all nance-related activities (sponsorship outreach, budgets, ledgers) for the 2020 ECAASU  
Conference, hosted by Carnegie Mellon University and the University  
of Pittsburgh -- a 3-day event with 1000+ attendees from all over the East Coast, serving as a space to discuss Asian American & Paci c  
Islander issues and to empower and learn from one another.","Campus Influencer
Daniel Wellington
October 2018 to Present
Implements social media campaigns to help gain more brand awareness.  
Executes o ine events sponsored by DW to interact with wider audience  
that have over 100 attendees.","Microsoft Office, Microsoft Dynamics, QuickBooks, Photoshop, Fast learner, Presentation skills",,,,,,
Pittsburgh,20-Apr,"Business Manager for PGH Smash
Pittsburgh Smash Community
March 2019 to Present
As business manager and tournament organizer of the Pittsburgh Smash Community, I am tasked with running our weekly 30+ person tournament series, and organizing our larger regional events. This often involves renting out spaces, hiring a small production team, and budgeting for all associated costs.","HR Assistant
Spaces -  Shanghai, CN
July 2019 to August 2019
On-site internship under this IWG subsidiary, formerly Regus. Worked on developing and translating  
HR material for clients in Chinese and English","Finance Intern
Can Can Group -  Shanghai, CN
June 2019 to July 2019
On-site internship for Can Asia Group, a SaS accounting firm. Developed resources used to raise  
funds from investors at Chinaccelerator, a Chinese venture capitalist firm. Created tutorial videos for the software. Tested the UI over many iterations and worked with the development team on making  
improvements.","Customer Service, Customer Care, E-Commerce, Microsoft Office, Adobe Illustrator, WordPress, CRM Software
",,,,,,
Pittsburgh,19-May,"Marketing and Media Work Study
La Roche University
January 2018 to May 2019
• Created captions and selected photos for the ""Monday Motivation"" and ""Travel Tuesday"" social media campaigns.  
• Supported the content and copy editing of marketing materials including the course selection guide, school magazine, and website.  
• Conducted SEO copy research to inform marketing efforts for enhanced University visibility through website updates.  
• Compiled social media data from competitor schools for comparative marketing analysis.","Student Accounts and Finance Work Study
La Roche University
June 2017 to May 2019
• Assisted with student billing processes.  
• Resolved and directed student phone and in-person inquiries with efficiency and courtesy.","Concert Promoter
Pittsburgh, PA
November 2011 to August 2013
• Booked and promoted over 40 concerts over a 21 month period.  
• Negotiated contracts with international touring artists.  
• Collaborated with artists to design posters and flyers for each show.  
• Concert previews featured in Post-Gazette articles.","Adobe Photoshop, Adobe Illustrator,  Adobe InDesign, Digital Marketing, Social Media, Microsoft Office, WordPress, Canva, Google Ads",,,,,,
Pittsburgh,20-Apr,"Freshmen Team Leader
The University of Pittsburgh, College of Business Administration -  Pittsburgh, PA
August 2019 to Present
• Create interactive lesson plans revolving around professional development, including resumes, cover letters, etc.  
• Maximize efficiency of the course structure through frequent collaboration with the advisor","SOX Internal Controls for Regulatory Reporting and Financial Reporting Intern
The Bank of New York Mellon -  Pittsburgh, PA
July 2019 to Present
• Conduct test of design and remediation testing for multiple business lines, assisting both ICRR and ICFR teams  
• Assemble flowcharts, which map out the steps of different processes, in Microsoft Office's Visio application","Financial Regulatory Reporting Intern
The Bank of New York Mellon
May 2019 to July 2019
• Participated in the quarterly and weekly process of the creation of regulatory reports that encompass the entire Bank's financials  
• Formalized the executive summary format and helped roll forward summary presentations  
• Collaborated with the FRR Communication Team on content for a financial literacy course","Microsoft Office, Microsoft Excel, Microsoft Word, Social Media Marketing, SQL, R, JavaScript, SPSS, Google Analytics, WordPress, Social Media, Semi-Professional DJ, Marketing",,,,,,
Pittsburgh,20-May,"Strategy Consultant Intern
Development Solutions Organization -  Pittsburgh, PA
October 2017 to Present
• Increased online site traffic for The Banyan, a mental health NGO for women based in India, by 50% over a year  
• Worked with a team of 6 on a marketing restructuring project where we analyzed website data from the past 5 years, conducted  
3 sample user studies and tested 4 potential redesigns on a diverse audience of 50  
• Presented solutions to The Banyan as a final presentation on two separate occasions where I led one of the presentations","VP Project Planning, 1000plus
Charity Organization -  Pittsburgh, PA
January 2017 to Present
Organized 500+ volunteers to go to 15+ volunteer sites around Pittsburgh two separate occasions during the school year","Investment Analyst Intern
Carnegie Mellon University Investment Office -  Pittsburgh, PA
May 2018 to August 2018
Expanded the existing portfolio by adding 3 new venture capital and private equity fund managers and prepared performance  
memos on funds by tracking NAV, IRR, and distributions generated from larger companies in the fund  
• Improved optimization standards for cash collected on the release of Carnegie Mellon's stocks by increasing revenue through VWAP calculations analyzed through an Excel model that I built over the course of the summer","Social Media Management, Photoshop, Premiere, Graphic Design, Email Marketing, SEO, Adobe Creative Suite, Time Management, Google Analytics, Google AdWords, Editing, Event Marketing",,,,,,
Philadelphia,19-Jun,"Retirement Benefits Analyst
Willis Towers Watson -  Philadelphia, PA
September 2019 to Present
• Ran calculations to determine and deliver benefit packages for both clients using Excel and Benefit Connect for a mid market and large market client  
• Responded to questions from pension participants regarding their pensions and mailing the relevant forms  
• Reviewed and made changes to pension participants data screens","Finance Co-op
PFM Inc -  Philadelphia, PA
September 2017 to March 2018
• Modeled municipal bond prices and debt service scenarios on DBC Finance for municipal bond issuances to help clients raise between $500,000 and $50,000,000  
• Prepared presentations for clients to provide market information and advice for upcoming bond sales  
• Analyzed market information by researching comparable bond sales and economic indicators using Bloomberg to prepare for upcoming bond sales  
• Analyzed client's financial statements to predict credit ratings using detailed modeling scenarios in Excel","Finance Assistant
Sit Consulting S.r.l -  Rome, IT
September 2016 to March 2017
• NEED A LINE TO EXPLAIN YOU WORKED IN A FAMILY OFFICE (OR WHATEVER IT WAS0  
• Filed residential property taxes twice weekly using TeamSystem for the tax-day deadline  
• Reviewed client's accounts and financial statements to identify potential instances of fraud  
• Calculated potential savings on recent government fee exemptions using Excel, saving clients an average of €1,000  
• Created an amortization model/table in Excel based on business expenses to streamline payment processes","MS Office, MS Excel, MS Office, MS Word, SQL, R, JavaScript, SPSS, Google Analytics, Google AdWords, WordPress, Social Marketing",,,,,,
Philadelphia,20-May,"Intern, Finance & Operations
Penn National Gaming, Inc -  St. Louis, MO
June 2019 to August 2019
• Collaborated with operational department managers to forecast quarterly financials  
• Assisted in monthly and weekly accounting and forecasting; rotated to departments to assess opportunities for operating efficiencies  
• Prepared comprehensive written report of quantitative and qualitative analysis of an individual entity's value (River  
City Casino) and presented investment recommendation to management  
• Identified business growth drivers and risk profile; developed forecasts and evaluated operational performance  
• Performed financial modeling and revenue forecasting to produce value of company","Assistant
Blooming Decorator: Landscaping Design & Installation -  St. Louis, MO
May 2017 to August 2017
May 2018; May 2019  
• Assisted in installation and maintenance to add quality details to residential and commercial landscape spaces  
• Successfully managed inventory, schedule planning and vendor meetings to obtain supplies for client projects",,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Microsoft Office, HTML, CSS, Social Media Marketing, Marketing",,"Temple University Founder’s and Fly in 4 Scholarships
2016-08
National Society of Leadership and Success - Member
2019-08 Casino Gaming License
June 2019 to June 2021",,,,"President
August 2016 to Present
Temple University Men’s Gymnastics  
• Compete in weekly and bi-weekly meets from January-April against NCAA Division I and Elite Club teams  
• Complete daily practice goals relating to routine completion and strength conditioning  
• Responsible for team travel arrangements, equipment inventory and budget – Estimated annual budget: $20,000
Lead Analyst
January 2018 to January 2019
• Collaborated in a team to screen and pitch technology and energy companies for placement in a virtual portfolio of  
potentially undervalued stocks as part of a student professional organization  
• Develop investment theses from catalysts, positives, and moats that potentially drive company stock prices to target  
values using different valuation methods  
• Calculate company target prices and market values by screening key ratios and multiples"
Philadelphia,20-May,"Operations Manager
Inter Park -  Philadelphia, PA
March 2013 to Present
• Independently oversees all evening operations in the Philadelphia market.  
• Ensures all locations are compliant with company policies and procedures.  
• Assists with staff assessment and development including disciplinary actions.  
• Assists with handling customer service issues and day-to-day operations.  
• Assist the region with operations preparation for potential new locations including rate surveys, ticket pulls, etc.  
• Managing, planning, scheduling, training, and directing the activities of frontline staff.  
• Preparation of various  
• Assists with budget preparation and utilize revenue control equipment such as Parking Soft, and TIBA.  
• Completes rate surveys to recommend competitive rates and maximize revenue.","Sales Agent
Higgins and Welch -  Philadelphia, PA
April 2017 to April 2019
• Advise clients on market conditions, prices, legal requirements and related matters.  
• Prepare documents such as representation contracts, purchase agreements, closing statements, deeds and leases.  
• Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.  
• Provide guidance and assist sellers and buyers in marketing and purchasing property for the right price under the best terms.  
• Intermediate negotiation process; consult clients on the market conditions, prices, mortgage, legal requirements and related matters.  
• Closes sales by understanding buyers' requirements; matching requirements to listings; showing properties; demonstrating benefits; relaying offers; suggesting alterations; writing contract.","Relationship Banker
Bank Of America -  Flourtown, PA
January 2013 to January 2017
• Provide financial solutions while meeting sales and service goals.  
• Promote partner cross-selling referrals to insure all financial needs are met.  
• Educate and train customers on how to utilize self-service technologies.","Microsoft Office, Marketing, Market Research, SPSS, Qualitative Research, Quantitative Research",,,,,,
